"","WTP_Name","WTP_ID","WTP_Start_Yr","WTP_End_Yr","Vol_Treated","Units","Treatment_Level","Treatment_Source","1Chlorination Only","2Raw Water Storage/Presedimententation Basin","3Predisinfection/Oxidation Prior to Sedimentation - Chlorine","4Predisinfection/Oxid Prior to Sedimentation - Chlorine Diox","5Predisinfection/Oxidation Prior to Sedimentation - Chloramines","6Predisinfection/Oxidation Prior to Sedimentation - Ozone","7Predisinfection/Oxid Prior to Sedimentation - Potassium Per","8Predisinfection/Oxidation Prior to Sedimentation - Other","10Predisinfection/Oxidation Prior to Filtration - Chlorine","11Predisinfection/Oxid Prior to Filtration - Chlorine Dioxide","12Predisinfection/Oxid Prior to Filtration - Chloramines","13Predisinfection/Oxid Prior to Filtration - Ozone","14Predisinfection/Oxid Prior to Filtration - Potassium Perman","15Predisinfection/Oxid Prior to Filtration - Other","16Rapid Mix","17Coagulation/Flocculation","18Polymers","19Settling/Sedimentation","20Softening - Lime/Soda Ash","21Softening - Recarbonation","23Filtration - Direct Filtration","24Filtration - Micro Strainer","25Filtration - Slow Sand","27Filtration - Rapid Sand","30Filtration - Dual/Multi media","32Filtration - Other (specified)","33Post-Disinfection After Filters - Chlorine","34Post-Disinfection After Filters - Chlorine Dioxide","35Post-Disinfection After Filters - Chloramines","36Post-Disinfection After Filters - Ozone","37Post-Disinfection After Filters - UV","38Post-Disinfection After Filters - Other","39Post-Disinfection After Filters - Clearwell","41Membranes - Reverse Osmosis","42Membranes - Micro Filtration","43Membranes - Ultrafiltration","45Corrosion Control","46Miscellaneous - Ion Exchange","47Miscellaneous - Granular Activated Carbon","48Miscellaneous - Activated Alumina","49Miscellaneous - Aeration","50Miscellaneous - Other (specified - 1)","51Filtration","52Miscellaneous - Other (specified - 2)","Location","Filtration_Level","Disinfection_Level","Sedimentation_Level"
"506","OXNARD WATER DEPT WTP 15",508,NA,NA,9,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"507","OXNARD WATER DEPT WTP 16",509,NA,NA,13,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"508","OXNARD WATER DEPT WTP 17",510,NA,NA,7,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"509","OXNARD WATER DEPT WTP 18",511,NA,NA,2,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"510","OXNARD WATER DEPT WTP 19",512,NA,NA,0,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"511","OXNARD WATER DEPT WTP 20",513,NA,NA,2,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"512","OXNARD WATER DEPT WTP 21",514,NA,NA,0,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"513","OXNARD WATER DEPT WTP 22",515,NA,NA,0,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"514","OXNARD WATER DEPT WTP 23",516,NA,NA,7,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"515","OXNARD WATER DEPT WTP 24",517,NA,NA,10,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"516","OXNARD WATER DEPT WTP 25",518,NA,NA,3,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"517","OXNARD WATER DEPT WTP 26",519,NA,NA,5,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"518","OXNARD WATER DEPT WTP 27",520,NA,NA,0,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"519","OXNARD WATER DEPT WTP 28",521,NA,NA,3,"MLD","Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"520","ORLANDO UTILITIES COMMISSION WTP 1",522,NA,NA,67,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"521","ORLANDO UTILITIES COMMISSION WTP 2",523,NA,NA,31,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"522","ORLANDO UTILITIES COMMISSION WTP 3",524,NA,NA,66,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"523","ORLANDO UTILITIES COMMISSION WTP 4",525,NA,NA,14,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"524","ORLANDO UTILITIES COMMISSION WTP 5",526,NA,NA,71,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"525","ORLANDO UTILITIES COMMISSION WTP 6",527,NA,NA,36,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"526","ORLANDO UTILITIES COMMISSION WTP 7",528,NA,NA,1,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"527","ORLANDO UTILITIES COMMISSION WTP 8",529,NA,NA,82,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"None","Simple","None"
"528","BROOKSVILLE  CITY OF WTP 1",530,NA,NA,2,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"None","Simple","None"
"529","BROOKSVILLE  CITY OF WTP 2",531,NA,NA,3,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"None","Simple","None"
"530","BROOKSVILLE  CITY OF WTP 3",532,NA,NA,2,"MLD","***********","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"None","Simple","None"
"531","CITY OF TAMPA-WATER DEPARTMENT WTP 1",533,NA,NA,225,"MLD","Tertiary","CWSS",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"532","GREEN BAY WATERWORKS WTP 2",534,NA,NA,48,"MLD","***********","CWSS",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Simple","None"
"533","LAKELAND, CITY OF WTP 1",535,NA,NA,NA,NA,"***********","CWSS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"534","OXNARD WATER DEPT WTP 2",536,NA,NA,NA,NA,"Primary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Simple","None"
"535","MACON WATER AUTHORITY WTP 1",537,NA,NA,121,"MLD","Tertiary","CWSS",0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"536","AUGUSTA-RICHMOND CO WS WTP 1",538,NA,NA,118,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"537","TALLAHASSEE, CITY OF WTP 2",539,NA,NA,16,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,NA,"Advanced","Simple","Advanced"
"538","TALLAHASSEE, CITY OF WTP 3",540,NA,NA,26,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,NA,"Advanced","Simple","Advanced"
"539","CEDAR RAPIDS WATER PLANT WTP 1",541,NA,NA,82,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,"Advanced","Simple","None"
"540","CEDAR RAPIDS WATER PLANT WTP 2",542,NA,NA,53,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,"Advanced","Simple","None"
"541","DES MOINES WATER WORKS WTP 1",543,NA,NA,128,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"542","DES MOINES WATER WORKS WTP 2",544,NA,NA,37,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,"Advanced","Simple","Advanced"
"543","SIOUX CITY WATER SUPPLY WTP 1",545,NA,NA,52,"MLD","Tertiary","CWSS",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,"Advanced","Advanced","Simple"
"544","SPRINGFIELD WTP 1",546,NA,NA,79,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"545","SOUTH BEND WATER WORKS WTP 1",547,NA,NA,12,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Advanced","None"
"546","SIOUX CITY WATER SUPPLY WTP 2",548,NA,NA,17,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,"Advanced","Simple","None"
"547","SIOUX CITY WATER SUPPLY WTP 3",549,NA,NA,16,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,"Advanced","Advanced","None"
"548","SOUTH BEND WATER WORKS WTP 4",550,NA,NA,12,"MLD","Tertiary","CWSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,"None","Simple","None"
"549","EVANSVILLE WATER UTILITY WTP 1",551,NA,NA,122,"MLD","Tertiary","CWSS",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"550","CITY OF WICHITA WTP 1",552,NA,NA,228,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,"Advanced","Simple","Advanced"
"551","CITY OF TOPEKA WTP 1",553,NA,NA,107,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"552","LOUISVILLE WATER COMPANY WTP 1",554,NA,NA,119,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"553","LOUISVILLE WATER COMPANY WTP 2",555,NA,NA,372,"MLD","***********","CWSS",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"554","SHREVEPORT WATER SYSTEM WTP 1",556,NA,NA,178,"MLD","Tertiary","CWSS",0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,NA,"Advanced","Advanced","Advanced"
"555","CITY OF LAFAYETTE WATER WTP 1",557,NA,NA,26,"MLD","***********","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"556","CITY OF LAFAYETTE WATER WTP 2",558,NA,NA,49,"MLD","***********","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,"Simple","Simple","Advanced"
"557","NEW BEDFORD WATER DEPARTMENT WTP 1",559,NA,NA,51,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Advanced","Simple","Advanced"
"558","DETROIT WTP 1",560,NA,NA,549,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"559","DETROIT WTP 2",561,NA,NA,646,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"560","DETROIT WTP 3",562,NA,NA,383,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"561","DETROIT WTP 4",563,NA,NA,604,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"562","DETROIT WTP 5",564,NA,NA,316,"MLD","Tertiary","CWSS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"563","GRAND RAPIDS WTP 1",565,NA,NA,141,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"564","KALAMAZOO WTP 1",566,NA,NA,37,"MLD","Primary","CWSS",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"565","KALAMAZOO WTP 2",567,NA,NA,11,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"566","KALAMAZOO WTP 3",568,NA,NA,21,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"567","KALAMAZOO WTP 4",569,NA,NA,24,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"568","KALAMAZOO WTP 5",570,NA,NA,7,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"569","KALAMAZOO WTP 6",571,NA,NA,13,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"570","KALAMAZOO WTP 7",572,NA,NA,15,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"571","KALAMAZOO WTP 8",573,NA,NA,10,"MLD","Primary","CWSS",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"572","KALAMAZOO WTP 9",574,NA,NA,7,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"573","KALAMAZOO WTP 10",575,NA,NA,9,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"574","KALAMAZOO WTP 11",576,NA,NA,3,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"575","KALAMAZOO WTP 12",577,NA,NA,3,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"576","KALAMAZOO WTP 13",578,NA,NA,3,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"577","KALAMAZOO WTP 14",579,NA,NA,5,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"578","KALAMAZOO WTP 15",580,NA,NA,12,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"579","KALAMAZOO WTP 16",581,NA,NA,41,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"580","KALAMAZOO WTP 17",582,NA,NA,25,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"581","KALAMAZOO WTP 18",583,NA,NA,14,"MLD","Primary","CWSS",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"None","Advanced","None"
"582","LANSING WTP 1",584,NA,NA,56,"MLD","***********","CWSS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"583","LANSING WTP 2",585,NA,NA,22,"MLD","***********","CWSS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Simple","Advanced"
"584","MINNEAPOLIS WTP 1",586,NA,NA,246,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,NA,"Advanced","Advanced","Advanced"
"585","SAINT PAUL WTP 1",587,NA,NA,191,"MLD","***********","CWSS",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"586","DULUTH WTP 1",588,NA,NA,67,"MLD","Tertiary","CWSS",0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
"587","SPRINGFIELD WTP 1",589,NA,NA,44,"MLD","Tertiary","CWSS",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,NA,"Advanced","Advanced","Advanced"
"588","DULUTH WTP 2",590,NA,NA,67,"MLD","Tertiary","CWSS",0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Advanced","Advanced"
"589","BILLINGS  CITY OF WTP 1",591,NA,NA,87,"MLD","Tertiary","CWSS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,"Advanced","Simple","Advanced"
"590","WINSTON-SALEM, CITY OF WTP 1",592,NA,NA,114,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,NA,"Advanced","Simple","Advanced"
"591","WINSTON-SALEM, CITY OF WTP 2",593,NA,NA,50,"MLD","Tertiary","CWSS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,NA,"Advanced","Simple","Advanced"
"592","GREENSBORO, CITY OF WTP 1",594,NA,NA,64,"MLD","Tertiary","CWSS",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,NA,"Advanced","Advanced","Advanced"
