"","DVSN_Name","DVSN_ID","DVSN_Type","DVSN_Date","DVSN_Loc","DVSN_Vol_Tot","Unit","Unmapped?"
"593","Rio Lerma System",2675,"Groundwater",NA,"19.16029,-99.495492",NA,NA,NA
"594","Kikuyu springs",2676,"Groundwater","1913","-1.247810, 36.668395",NA,NA,NA
"595","Sasumua Dam",2677,"River","1968","-0.761004, 36.681331",15.9,"million m^3",NA
"596","Ruiru Dam",2678,"River","1950","-1.005389, 36.767151",2.9,"million m^3",NA
"597","Thika Dam",2679,"River","1994","-0.819477, 36.852455",77,"million m^3",NA
"598","Lake Biwa",2680,"Lake",NA,"35.160277, 135.975347",NA,NA,NA
"599","Shorenji Dam",2681,"River",NA,"34.612212, 136.116869",NA,NA,NA
"600","Nabari River",2682,"River",NA,"34.669632, 136.070862",NA,NA,NA
"601","Kisu River",2683,"River",NA,"34.886114, 135.719158",NA,NA,NA
"602","Katsura River",2684,"River",NA,"34.903916, 135.710008",NA,NA,NA
"603","MiYun Reservoir",2685,"Reservoir","1960","40.483940, 116.835373",NA,NA,NA
"604","GuanTing Reservoir",2686,"Reservoir","1954","40.355178,115.746117",NA,NA,NA
"605","HuaiRou Reservoir",2687,"Reservoir","1958","40.310033,116.613951",NA,NA,NA
"606","HaiZi Reservoir",2688,"Reservoir","1974","40.181103,117.300639",NA,NA,NA
"607","Beijing Groundwater",2689,"Groundwater",NA,"39.910950, 116.404341",NA,NA,NA
"608","Danjiangkou Reservoir - intake for North-South Diversion Project",2690,"Reservoir","proposed","32.702956,111.556549",NA,NA,NA
"609","Beijing recycled water",2691,"Recycled water",NA,"39.901310, 116.400146",NA,NA,NA
"610","Abidjan groundwater",2692,"Groundwater",NA,"5.399898, -4.061742",NA,NA,NA
"611","Jatiluhur Dam",2693,"Reservoir","1967","-6.523387, 107.390223",1790,"million m^3",NA
"612","Saguling Dam",2694,"Reservoir","1986","-6.919286, 107.395394",611,"million m^3",NA
"613","Cirata Dam",2695,"Reservoir","1988","-6.700318, 107.369232",796,"million m^3",NA
"614","Cibeet Weir",2696,"River",NA,"-6.391027,107.221595",NA,NA,NA
"615","Cikarang Weir",2697,"River",NA,"-6.291422,107.118137",NA,NA,NA
"616","Curug Weir",2698,"River",NA,"-6.445913,107.379792",NA,NA,NA
"617","Bekasi Weir",2699,"River",NA,"-6.249169,106.997867",NA,NA,NA
"618","Krukut River - Cilandak WTP",2700,"River",NA,"-6.295826,106.806679",NA,NA,NA
"619","Pesanggrahan River - Taman Kota WTP",2701,"River",NA,"-6.298684,106.77108",NA,NA,NA
"620","Cisadane River - Serpong WTP",2702,"River","1935","-6.160182,106.628178",NA,NA,NA
"621","Dong River",2703,"River",NA,"23.048565, 114.106518",NA,NA,NA
"622","Sea water (for toilets only ATM)",2704,"Ocean",NA,"22.341481, 113.990345",NA,NA,NA
"623","High Island Reservoir",2705,"Reservoir","1978","22.372190, 114.354747",263,"million m^3",NA
"624","Pok Fu Lam Reservoir",2706,"Reservoir","1863","22.266446, 114.139283",260,"km^3",NA
"625","Plover Cove Reservoir",2707,"Reservoir","1973","22.476009, 114.259850",230,"million m^3",NA
"626","Shek Pik Reservoir",2708,"Reservoir","1963","22.230469, 113.893425",24,"million m^3",NA
"627","Aberdeen Lower Reservoir",2709,"Reservoir","1890","22.253857, 114.161957",410000,"m^3",NA
"628","Aberdeen Upper Reservoir",2710,"Reservoir","1931","22.257139, 114.164375",8e+05,"m^3",NA
"629","Shing Mun Reservoir",2711,"Reservoir","1933","22.384621, 114.142826",NA,NA,NA
"630","Shek Lei Pui Reservoir",2712,"Reservoir","1925","22.355988, 114.148026",116,"million gallons",NA
"631","Tai Lam Chung Reservoir",2713,"Reservoir","1957","22.391621, 114.037167",20,"million m^3",NA
"632","Tai Tam Reservoir",2714,"Reservoir","1888","22.262135, 114.214989",6.2,"million m^3",NA
"633","Kowloon Reservoirs",2715,"Reservoir","1931","22.349068, 114.153417",2.9,"million m^3",NA
"634","Weija Reservoir - Densu River",2716,"Reservoir","1978","5.553712,-0.373921",NA,NA,NA
"635","Kpong Dam - Lake Volta",2717,"Lake",NA,"6.125194,0.121708",NA,NA,NA
"636","Groundwater- Stolpe WTP",2718,"Groundwater","1930","52.655022, 13.233951",120,"MLD max capacity",NA
"637","Groundwater- Spandau WTP",2719,"Groundwater","1925","52.508510, 13.053061",160,"MLD max capacity",NA
"638","Groundwater- Tegel WTP",2720,"Groundwater","1903","52.508510, 13.053061",260,"MLD max capacity",NA
"639","Groundwater- Friedrichshagen WTP",2721,"Groundwater","1909","52.451812, 13.664479",220,"MLD max capacity",NA
"640","Groundwater- Wuhlheide WTP",2722,"Groundwater","1930","52.466934, 13.540140",40,"MLD max capacity",NA
"641","Groundwater- Kaulsdorfer Seen WTP",2723,"Groundwater","1925","52.496347, 13.594939",30,"MLD max capacity",NA
"642","Groundwater- Beelitzhof WTP",2724,"Groundwater","1894","52.445651, 13.182218",180,"MLD max capacity",NA
"643","Groundwater- Kladow WTP",2725,"Groundwater","1937","52.479192, 13.169117",30,"MLD max capacity",NA
"644","Groundwater- Tiefwerder Wiesen WTP",2726,"Groundwater","1928","52.515644, 13.210022",100,"MLD max capacity",NA
"645","Swords WTP on Mahmoudiya Canal",2727,"River","1934","31.220261,29.99023",970,"MLD max capacity",NA
"646","Globe WTP",2728,"River","1911","31.279142,30.079182",240,"MLD max capacity",NA
"647","Bab Sharqi WTP",2729,"River","1860","31.201817,29.92046",630,"MLD max capacity","Yes, can't find WTP, may be poor translation"
"648","Mansheya WTP",2730,"River","1976",NA,420,"MLD max capacity","Yes, can't find WTP, may be poor translation"
"649","Rations oven (translation..) WTP",2731,"River","1964",NA,50,"MLD max capacity","Yes, can't find WTP, may be poor translation"
"650","Picnic WTP",2732,"River","1995",NA,200,"MLD max capacity","Yes, can't find WTP, may be poor translation"
"651","Nubariya WTP",2733,"River","1968",NA,270,"MLD max capacity","Yes, can't find WTP, may be poor translation"
"652","Mahmoudiya Canal - Nile River intake",2734,"River","1820","31.187378, 30.529617",NA,NA,NA
"653","Giza water treatment plant on Nile R.",2735,"River","1895","30.014003, 31.220211",122,"MLD max capacity",NA
"654","Shoubra El Kheima plant on Nile Corniche",2736,"River","1971","30.113950, 31.285032",315,"MLD max capacity",NA
"655","Helwan pumping plant on Nile R.",2737,"River","1980","29.848535, 31.291077",289,"MLD max capacity",NA
"656","Embaba plant on Nile R.",2738,"River","1986","30.078464, 31.226538",1028,"MLD max capacity",NA
"657","Daule River - La Toma intake",2739,"River",NA,"-1.993445,-79.966178",NA,NA,NA
"658","Lukaya River",2740,"River",NA,"-4.495292, 15.282280",NA,NA,NA
"659","Bay de Ngaliema pumping",2741,"River",NA,"-4.327728, 15.253681",NA,NA,NA
"660","N’Djili pumping at Kingbabwe",2742,"River",NA,"-4.324335, 15.351053",NA,NA,NA
"661","Lukunga River pumping",2743,"River",NA,"-4.329409, 15.224475",NA,NA,NA
"662","Embalse De Chuza",2744,"Reservoir","1982","4.590884,-73.703585",220,"million m^3",NA
"663","Rio Guatiquía intake into tunnel",2745,"River",NA,"4.537752,-73.728304",NA,NA,NA
"664","San Rafael Reservoir",2746,"Reservoir",NA,"4.698847,-73.991761",71,"million m^3",NA
"665","Sisga Reservoir",2747,"Reservoir","1951","5.074529,-73.717918",90,"million m^3",NA
"666","Tominé Reservoir",2748,"Reservoir",NA,"4.976375,-73.827438",400,"million m^3",NA
"667","Neusa Reservoir",2749,"Reservoir",NA,"5.161215,-73.951721",400,"million m^3",NA
"668","Chizacá Lake",2750,"Lake",NA,"4.286415,-74.20857",5,"million m^3",NA
"669","La Regadera Reservoir",2751,"Reservoir",NA,"4.401611,-74.142437",5,"million m^3",NA
"670","Guadalupe aquifer",2752,"Groundwater","proposed","4.60962,-74.088364",26,"billion m^3",NA
"671","Qingcaosha Reservoir (Yangtze R.)",2753,"River","2010","31.457596, 121.633692",435,"million m^3",NA
"672","Chenhang Reservoir (Yangtze R.)",2754,"River",NA,"31.502051, 121.340890",9.5,"million m^3",NA
"673","Huangpu River",2755,"River",NA,"31.008683, 120.483302",NA,NA,NA
"674","Shanghai Groundwater",2756,"Groundwater",NA,"31.227616, 121.470980",NA,NA,NA
"675","West Tarum Canal",2757,"River",NA,"-6.247899,106.922153",NA,NA,NA
"676","Nandur-Madhyameshwar Dam",2758,"River","proposed",NA,NA,NA,NA
"677","Bisalpur Reservoir",2759,"Reservoir","proposed",NA,NA,NA,NA
"678","Jawai Dam",2760,"River","proposed",NA,NA,NA,NA
"679","Indira Gandhi Canal - inktake at Sutlej River",2761,"River",NA,"31.144582,74.948902",NA,NA,NA
"680","Aji-2 Dam",2762,"River",NA,"22.371604, 70.778249",NA,NA,NA
"681","Modak Sagar",2763,"Lake",NA,"19.690782, 73.345277",NA,NA,NA
"682","BHAIRONGHAT water source",2764,"River",NA,"26.532637, 80.257088",NA,NA,NA
"683","Meja Dam",2765,"River",NA,"25.394475, 	74.538889",NA,NA,NA
"684","Matatila",2766,"River",NA,"25.094305,78.357239",NA,NA,NA
"685","Shahad Dam",2767,"River",NA,"19.255147,73.165485",NA,NA,NA
"686","Temghar Dam",2768,"River",NA,"19.193163,73.338718",NA,NA,NA
"687","Maipo River",2769,"River",NA,"-33.579052,-70.435731",NA,NA,NA
"688","Laguna Negra",2770,"Lake",NA,"-33.657388,-70.130239",648,"million m^3",NA
"689","El Yeso Reservoir",2771,"Reservoir",NA,"-33.663746,-70.085027",220,"hm^3",NA
"690","Estero San Ramon",2772,"River",NA,"-33.43286,-70.510184",NA,NA,NA
"691","Santiago Aquifer A",2773,"Groundwater",NA,"-33.598607,-70.697021",NA,NA,NA
"692","Santiago Aquifer B",2774,"Groundwater",NA,"-33.471545,-70.834351",NA,NA,NA
"693","Santiago Aquifer C",2775,"Groundwater",NA,"-33.484145,-70.464935",NA,NA,NA
"694","Laguna Lo Encañado",2776,"Lake",NA,"-33.668318,-70.136075",50,"million m^3",NA
"695","Rio Guandu",2777,"River","1955","-22.808555,-43.627514",NA,NA,NA
"696","Represa de Ribeirão das Lajes",2778,"Reservoir","1943","-22.70192,-43.882699",NA,NA,NA
"697","Dhaka groundwater",2779,"Groundwater",NA,"23.755644, 90.412020",NA,NA,NA
"698","Meghna River",2780,"River","proposed",NA,NA,NA,"Proposed"
"699","Pagla River",2781,"River","proposed",NA,NA,NA,"Proposed"
"700","Shitalaksha River",2782,"River",NA,"23.722802,90.500994",NA,NA,NA
"701","Saidabad WTP",2783,"River",NA,"23.718426, 90.436693",NA,NA,NA
"702","Buri Ganga",2784,"River",NA,"23.728273,90.356412",NA,NA,NA
"703","General Belgrano WTP - Rio de la Plata",2785,"River",NA,"-34.685858,-58.245242",NA,NA,NA
"704","San Martin WTP - Rio de la Plata",2786,"River",NA,"-34.547552,-58.420701",NA,NA,NA
"705","Buenos Aires groundwater",2787,"Groundwater",NA,"-34.590597, -58.443185",NA,NA,NA
"706","Kilsough Reservoir",2788,"Reservoir",NA,"53.586001, -6.199337",NA,NA,NA
"707","Malahide Reservoir",2789,"Reservoir",NA,"53.463360, -6.173798",NA,NA,NA
"708","Leixlip Reservoir",2790,"Reservoir",NA,"53.352894, -6.503010",NA,NA,NA
"709","Dungriffin Reservoir",2791,"Reservoir",NA,"53.378780, -6.075066",NA,NA,NA
"710","Pollaphuca Reservoir",2792,"Reservoir",NA,"53.121452, -6.601302",NA,NA,NA
"711","Lough Dan",2793,"Lake",NA,"53.069308, -6.278859",NA,NA,NA
"712","Luggala Lake",2794,"Lake",NA,"53.105148, -6.264027",NA,NA,NA
"713","Vartry Reservoir",2795,"Reservoir",NA,"53.057287, -6.198355",NA,NA,NA
"714","Rathgun Waterworks",2796,"Reservoir",NA,"53.236772, -6.359228",NA,NA,NA
"715","Yagisawa Dam",2797,"River",NA,"36.913864, 139.055149",176,"million m^3",NA
"716","Lake Naramata",2798,"Lake",NA,"36.886900, 139.096339",85,"million m^3",NA
"717","Lake Fujiwara",2799,"Lake",NA,"36.808067, 139.039689",36,"million m^3",NA
"718","Aimata Dam",2800,"River",NA,"36.722151, 138.894030",20,"million m^3",NA
"719","Sonohara Dam",2801,"River","1965","36.63986,139.174676",14,"million m^3",NA
"720","Shimokubo Dam",2802,"River",NA,"36.123929, 139.015695",120,"million m^3",NA
"721","Futase Dam",2803,"River",NA,"35.941115,138.909287",22,"million m^3",NA
"722","Urayama Dam",2804,"River",NA,"35.953241,139.052281",56,"million m^3",NA
"723","Ogouchi Dam",2805,"River",NA,"35.790021,139.048591",185,"million m^3",NA
"724","Ozaku Intake Weir",2806,"River",NA,"35.769575,139.295086",NA,NA,NA
"725","Hamura Intake Weir",2807,"River",NA,"35.755973,139.308186",NA,NA,NA
"726","Yamaguchi Reservoir",2808,"Reservoir",NA,"35.777888,139.413285",34,"million m^3",NA
"727","Kusaki Dam",2809,"River","1976","36.555122, 139.376860",51,"million m^3",NA
"728","Watarase Reservoir",2810,"Reservoir",NA,"36.214744,139.675713",26,"million m^3",NA
"729","Lake Kasumigaura",2811,"Lake",NA,"35.96328,140.472393",617,"million m^3",NA
"730","Tone River",2812,"River",NA,"35.8838,140.073924",NA,NA,NA
"731","Akigase Intake Weir",2813,"River",NA,"35.841021,139.604065",NA,NA,NA
"732","Chofu Intake Weir",2814,"River",NA,"35.587754,139.666668",NA,NA,NA
"733","Sagami Dam",2815,"River","1947","35.612947,139.194889",NA,NA,NA
"734","Siroyama Dam",2816,"River",NA,"35.587352,139.282458",NA,NA,NA
"735","Lake Yarrunga",2817,"Lake",NA,"-34.751440, 150.410815",186,"billion litres (total divided amoung dams)",NA
"736","Fitzroy Falls Reservoir",2818,"Reservoir",NA,"-34.637399, 150.499904",186,"billion litres (total divided amoung dams)",NA
"737","Wingecarribee Reservoir",2819,"Reservoir",NA,"-34.552528, 150.494443",186,"billion litres (total divided amoung dams)",NA
"738","Lake Nepean",2820,"Lake",NA,"-34.357471, 150.594069",186,"billion litres (total divided amoung dams)",NA
"739","Lake Avon",2821,"Lake",NA,"-34.404671, 150.677968",186,"billion litres (total divided amoung dams)",NA
"740","Lake Cordeaux",2822,"Lake",NA,"-34.364514, 150.758219",186,"billion litres (total divided amoung dams)",NA
"741","Lake Cataract",2823,"Lake",NA,"-34.275398, 150.810481",186,"billion litres (total divided amoung dams)",NA
"742","Woronora Dam",2824,"Lake",NA,"-34.108536,150.932837",186,"billion litres (total divided amoung dams)",NA
"743","Kurnell Desalination Plant",2825,"Ocean",NA,"-34.020795,151.23745",90,"billion litres a year max",NA
"744","Prospect Reservoir",2826,"Reservoir",NA,"-33.821911, 150.894360",186,"billion litres (total divided amoung dams)",NA
"745","Warragamba Dam",2827,"Lake",NA,"-33.884311,150.59269",186,"billion litres (total divided amoung dams)",NA
"746","Tallowa Dam",2828,"River",NA,"-34.771547,150.312195",186,"billion litres (total divided amoung dams)",NA
"747","Lower Cacade Creek Dam",2829,"Lake",NA,"-33.684175,150.305157",186,"billion litres (total divided amoung dams)",NA
"748","Lake Medlow",2830,"Lake",NA,"-33.657246, 150.298477",186,"billion litres (total divided amoung dams)",NA
"749","Lake Greaves",2831,"Lake",NA,"-33.656219, 150.307892",186,"billion litres (total divided amoung dams)",NA
"750","Rietvlei Dam",2832,"Reservoir","1934","-25.876403,28.265848",12,"million m^3",NA
"751","Vaal Dam",2833,"Reservoir","1938","-26.88533,28.11779",2.6,"billion m^3",NA
"752","Vaal Barrage",2834,"River","1922","-26.763698,27.684689",57,"million m^3",NA
"753","Local boreholes",2835,"Groundwater",NA,"-25.722591,28.217697",NA,NA,NA
"754","The Queen Mother Reservoir",2836,"Reservoir",NA,NA,NA,NA,NA
"755","Wraysbury Reservoir",2837,"Reservoir",NA,NA,NA,NA,NA
"756","Queen Elizabeth II Storage Reservoir",2838,"Reservoir",NA,NA,NA,NA,NA
"757","William Girling Reservoir",2839,"Reservoir",NA,NA,NA,NA,NA
"758","King George VI Reservoir",2840,"Reservoir",NA,NA,NA,NA,NA
"759","Queen Mary Reservoir",2841,"Reservoir",NA,NA,NA,NA,NA
"760","King George's Reservoir",2842,"Reservoir",NA,NA,NA,NA,NA
"761","Hythe End withdrawal point",2843,"Reservoir",NA,NA,NA,NA,NA
"762","Island Barn Reservoir Sailing Club",2845,"Reservoir",NA,NA,NA,NA,NA
"763","Knight Reservoir",2846,"Reservoir",NA,NA,NA,NA,NA
"764","Bessborough Reservoir",2847,"Reservoir",NA,NA,NA,NA,NA
"765","Lockwood Reservoir",2848,"Reservoir",NA,NA,NA,NA,NA
"766","Banbury Reservoir",2849,"Reservoir",NA,NA,NA,NA,NA
"767","East Reservoir",2850,"Reservoir",NA,NA,NA,NA,NA
"768","West Reservoir",2851,"Reservoir",NA,NA,NA,NA,NA
"769","Warwick Reservoir West",2853,"Reservoir",NA,NA,NA,NA,NA
"770","Warwick Reservoir East",2854,"Reservoir",NA,NA,NA,NA,NA
"771","Walthamstow Reservoirs",2855,"Reservoir",NA,NA,NA,NA,NA
"772","Low Maynard Reservoir",2856,"Reservoir",NA,NA,NA,NA,NA
"773","High Maynard Reservoir",2857,"Reservoir",NA,NA,NA,NA,NA
"774","Sunnyside Reservoir",2858,"Reservoir",NA,NA,NA,NA,NA
"775","Stain Hill West Reservoir",2859,"Reservoir",NA,NA,NA,NA,NA
"776","Stain Hill East Reservoir",2860,"Reservoir",NA,NA,NA,NA,NA
"777","Teddington Lock",2861,"River",NA,NA,NA,NA,NA
"778","Mill End Pumping Station",2862,"River",NA,NA,NA,NA,NA
"779","Hawkesbury River",2863,"River",NA,"-33.597516,150.707241",NA,NA,NA
"780","Katse Dam - Lesotho Highlands",2864,"River","1998","-29.335421,28.505445",1460,"MLD max",NA
"781","Mohale Dam - Lesotho Highlands",2865,"River","2002","-29.456078,28.093972",873,"MLD max",NA
"782","Leeukraal Dam",2866,"River",NA,"-25.390617,28.277221",NA,NA,NA
"783","Roodeplaat Dam",2867,"Reservoir","1959","-25.621774,28.372235",40,"million m^3",NA
"784","London groundwater",2868,"Groundwater",NA,"51.518144,-0.153122",NA,NA,NA
"785","London groundwater",2869,"Groundwater",NA,"51.589443,-0.475845",NA,NA,NA
"786","Los Laureles Reservoir",2870,"Reservoir","1976","14.066442,-87.240264",12,"million m^3",NA
"787","La Conception Reservoir",2871,"Reservoir","1992","13.990874,-87.266121",36,"million m^3",NA
"788","Tegucigalpa groundwater",2872,"Groundwater",NA,"14.079305,-87.201233",NA,NA,NA
"789","El Llano Reservoir",2873,"Reservoir",NA,"9.765312,-83.858728",NA,NA,NA
"790","Orosi River",2874,"River",NA,"9.817752,-83.824753",NA,NA,NA
"791","Tiribi River",2875,"River",NA,"9.900624,-83.992542",NA,NA,NA
"792","San Jose CR groundwater",2876,"Groundwater",NA,"9.92658,-84.079056",NA,NA,NA
"793","Nunobiki Dam",2877,"River","1900","34.711332,135.189557",420000,"m^3",NA
"794","Sengari Reservoir",2878,"Reservoir","1919","34.877482,135.269616",12,"million m^3",NA
"795","Karasuhara Reservoir",2879,"Reservoir","1905","34.691018,135.158529",NA,NA,NA
"796","Sumiyoshi River",2880,"River",NA,"34.726535,135.261548",NA,NA,NA
"797","Dondo Dam",2881,"River","1989","34.772287,135.072269",19,"million m^3",NA
"798","Tehran groundwater",2882,"Groundwater",NA,"35.703032,51.446228",NA,NA,NA
"799","Amir Kabir Dam",2883,"Reservoir","1961","35.960709,51.095438",202,"km^3",NA
"800","Latyan Dam",2884,"Reservoir","1967","35.791709,51.677241",95,"Mm^3",NA
"801","Lar Dam",2885,"Reservoir","1982","35.890997,51.99194",960,"Mm^3",NA
"802","Sai Gon River",2886,"River",NA,"10.864243,106.715183",NA,NA,NA
"803","Dau Tieng Reservoir",2887,"Reservoir",NA,"11.331105,106.340618",NA,NA,NA
"804","Dong Nai River",2888,"River",NA,"10.948207,106.805112",NA,NA,NA
"805","Tri An Reservoir",2889,"Reservoir",NA,"11.114064,106.997395",NA,NA,NA
"806","Ho Chi Minh Pleistocene Aquifer",2890,"Groundwater",NA,"10.961416,106.556396",NA,NA,NA
"807","Ho Chi Minh upper Pliocene Aquifer",2891,"Groundwater",NA,"10.864327,106.623688",NA,NA,NA
"808","Ho Chi Minh lower Pliocene Aquifer",2892,"Groundwater",NA,"10.807677,106.772003",NA,NA,NA
"809","Rainwater - unpiped part of Ho Chi Minh City",2893,"Rain",NA,"10.554647,106.873627",NA,NA,NA
"810","Tigris River",2894,"River",NA,"33.722484,44.427938",NA,NA,NA
"811","Barragem Fechos",2895,"Reservoir",NA,NA,NA,NA,NA
"812","Barragem Cercadinho",2896,"Reservoir",NA,NA,NA,NA,NA
"813","Barragem Mutuca",2897,"Reservoir",NA,NA,NA,NA,NA
"814","Barragem Rio das Velhas",2898,"Reservoir",NA,NA,NA,NA,NA
"815","Barragem Bálsamo",2899,"Reservoir",NA,NA,NA,NA,NA
"816","Barragem Tabões",2900,"Reservoir",NA,NA,NA,NA,NA
"817","Barragem Rola Moça",2901,"Reservoir",NA,NA,NA,NA,NA
"818","Barragem Rio Manso",2902,"Reservoir",NA,NA,NA,NA,NA
"819","Barragem Serra Azul",2903,"Reservoir",NA,NA,NA,NA,NA
"820","Barragem Vargem das Flores",2904,"Reservoir",NA,NA,NA,NA,NA
"821","Barragem do Barreiro",2905,"Reservoir",NA,NA,NA,NA,NA
"822","Barragem de Santa Helena",2906,"Reservoir","2000","-12.556365,-38.160024",240.6,"10^6 m^3",NA
"823","Barragem de Ipitanga I",2907,"Reservoir",NA,NA,NA,NA,NA
"824","Barragem do Cobre",2908,"Reservoir",NA,NA,NA,NA,NA
"825","Barragem Ipitanga II",2909,"Reservoir",NA,NA,NA,NA,NA
"826","Barragem Joanes I",2910,"Reservoir",NA,NA,NA,NA,NA
"827","Barragem Joanes II",2911,"Reservoir",NA,NA,NA,NA,NA
"828","Barragem Pedra do Cavalo",2912,"Reservoir",NA,NA,NA,NA,NA
"829","Córrego Santa Maria",2914,"River",NA,NA,NA,NA,NA
"830","Ribeirão Torto",2915,"River",NA,NA,NA,NA,NA
"831","Rio Descoberto- Barragem",2916,"Reservoir",NA,NA,NA,NA,NA
"832","Barragem Tapacurá",2917,"River",NA,NA,NA,NA,NA
"833","Açude Duas Unas",2918,"River",NA,NA,NA,NA,NA
"834","Barragem Várzea do Una",2919,"River",NA,NA,NA,NA,NA
"835","Rio Capibaribe",2920,"River",NA,NA,NA,NA,NA
"836","Barragem Pirapama",2921,"Reservoir","2008","-8.286389,-35.073423",61,"million m^3",NA
"837","Rio Beberibe",2922,"River",NA,NA,NA,NA,NA
"838","Rio Pitanga",2923,"River",NA,NA,NA,NA,NA
"839","Rio Paratibe",2924,"River",NA,NA,NA,NA,NA
"840","Rio Utinga",2925,"River",NA,NA,NA,NA,NA
"841","Açude Gurjaú",2927,"River",NA,NA,NA,NA,NA
"842","Barragem de Botafogo",2928,"River",NA,"-7.838214,-35.034542",NA,NA,NA
"843","Rio Ipojuca",2929,"River",NA,NA,NA,NA,NA
"844","Açude Rio Utinga",2930,"River",NA,NA,NA,NA,NA
"845","Açude Rio Bita",2931,"River",NA,NA,NA,NA,NA
"846","Açude Gavião  - Rio Jaguaribe",2932,"River",NA,NA,NA,NA,NA
"847","Lac Saint-Louis",2934,"Lake",NA,"45.400137,-73.818169",NA,NA,NA
"848","Lac des Deux-Montagnes",2935,"Lake",NA,"45.464465,-73.972321",NA,NA,NA
"849","Rivière des Prairies",2936,"River",NA,"45.633006,-73.629341",NA,NA,NA
"850","St. Lawrence River",2937,"River",NA,"45.415247,-73.634126",NA,NA,NA
"851","Chittagong groundwater",2938,"Groundwater",NA,"22.342772,91.837463",NA,NA,NA
"852","Tributary of Karnaphuli River",2939,"River",NA,"22.413409,91.887331",NA,NA,NA
"853","Provins",2940,"Groundwater",NA,"48.559341,3.295555",NA,NA,NA
"854","Sens",2941,"Groundwater",NA,"48.199163,3.283195",NA,NA,NA
"855","Montreuil-sur-Eure",2942,"Groundwater",NA,"49.215326,1.720862",NA,NA,NA
"856","Verneuil-sur-Avre",2943,"Groundwater",NA,"48.73921,0.928516",NA,NA,NA
"857","Marne River",2944,"River",NA,"48.815049,2.475792",NA,NA,NA
"858","Seine River",2945,"River",NA,"48.7477,2.433643",NA,NA,NA
"859","Fontainebleau",2946,"Groundwater",NA,"48.404135,2.698517",NA,NA,NA
"860","La Baells Reservoir",2947,"Reservoir","1976","42.124201,1.878147",109.5,"million m^3",NA
"861","La Llosa del Cavall Reservoir",2948,"Reservoir","1997","42.10147,1.583362",79.4,"million m^3",NA
"862","Sant Ponç Reservoir",2949,"Reservoir","1954","41.965043,1.604519",24.4,"million m^3",NA
"863","Sau Reservoir",2950,"Reservoir","1962","41.969063,2.412186",151.3,"million m^3",NA
"864","Susqueda Reservoir",2951,"Reservoir","1968","41.978826,2.525311",233,"million m^3",NA
"865","Pasteral Reservoir",2952,"Reservoir","1905","41.983787,2.600627",2,"million m^3",NA
"866","El Prat de Llobregat Desalination Plant",2953,"Ocean","2009","41.306504,2.126949",NA,NA,NA
"867","Barcelona groundwater",2954,"Groundwater",NA,"41.386082,2.17598",NA,NA,NA
"868","Neva River",2955,"River",NA,"59.882908,30.449295",NA,NA,NA
"869","St. Petersburg groundwater",2956,"Groundwater",NA,"59.922678,30.330162",NA,NA,NA
"870","Lakhtinsky Razliv",2957,"Lake",NA,"59.996583,30.179186",NA,NA,NA
"871","Chao Phraya River",2958,"River",NA,"14.041251,100.556054",NA,NA,NA
"872","East Water Canal",2959,"River",NA,"13.883464,100.551735",NA,NA,NA
"873","Mae Klong River",2960,"River",NA,"13.955476,99.623466",NA,NA,NA
"874","West Water Canal",2961,"River",NA,"13.977507,99.630182",NA,NA,NA
"875","Bengo River",2962,"River",NA,"-8.761083,13.433061",NA,NA,NA
"876","Kwanza River",2963,"River",NA,"-9.153939,13.388364",NA,NA,NA
"877","Lago Guaíba",2964,"Lake",NA,NA,NA,NA,NA
"878","Rio Jacuí",2965,"River",NA,"-30.013387,-51.2596",NA,NA,NA
"879","Barragem da Lomba do Sabão",2966,"Reservoir",NA,"-30.084803,-51.11136",NA,NA,NA
"880","Raska WTP - Mahi Canal",2967,"River",NA,"22.907626,72.770755",NA,NA,NA
"881","Kotarpur WTP on Sabarmati River - Narmada Canal",2968,"River",NA,"23.098099,72.646333",NA,NA,NA
"882","Jaspur WTP on Narmada Canal",2969,"River",NA,"23.176883,72.53743",NA,NA,NA
"883","Ahmedabad groundwater",2970,"Groundwater",NA,"23.047591,72.560663",NA,NA,NA
"884","Sardar Sarovar Dam",2971,"Reservoir","2006","21.83007,73.752615",5.8,"billion m^3",NA
"885","Mahi River intake for Mahi canal",2972,"River",NA,"22.951122,73.432446",NA,NA,NA
"886","Mohar River intake for Narmada Canal",2973,"River",NA,"22.993775,73.046916",NA,NA,NA
"887","Lago de Chapala",2974,"Lake",NA,"20.260265,-103.375168",8.1,"km^3",NA
"888","Guadalajara groundwater",2975,"Groundwater",NA,"20.663947,-103.341522",NA,NA,NA
"889","Presa Elías González Chávez",2976,"Reservoir","1991","20.682899,-102.972708",100,"million m^3",NA
"890","Thomson Reservoir",2977,"Reservoir","1984","-37.838666,146.399217",1068,"billion m^3",NA
"891","Upper Yarra Reservoir",2978,"Reservoir","1957","-37.675839,145.899854",200500,"megalitres",NA
"892","Tarago Reservoir",2979,"Reservoir","1969","-38.01963,145.936546",37500,"megalitres",NA
"893","Maroondah Reservoir",2980,"Reservoir","1927","-37.640947,145.552239",22179,"megalitres",NA
"894","O'Shannassy Reservoir",2981,"Reservoir","1928","-37.67251,145.805004",3123,"megalitres",NA
"895","Yan Yean Reservoir",2982,"Reservoir","1857","-37.563426,145.12742",30200,"megalitres",NA
